,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
67,-DzqnAgeAA1vnLEYp5ju3A,BMY Vape,Ville-Marie,1831 Rue Saint-Catherine Ouest,Montreal,QC,H3H 1M2,45.4934249,-73.5799904,5.0,3,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Vape Shops', 'Shopping']","Row(Friday='11:00-21:00', Monday='11:00-19:00', Saturday='11:00-19:00', Sunday='11:00-19:00', Thursday='11:00-21:00', Tuesday='11:00-19:00', Wednesday='11:00-19:00')"
68,hzmiO1S-P7BZxtEDK8e9Mg,Miss Jean Talon,Villeray-Saint-Michel-Parc-Extension,901 Jean-Talon Rue W,Montreal,QC,H3N 1S7,45.525569,-73.6252831,3.5,16,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='none', Ambience=Row(casual=True, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=False, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=False, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=True, latenight=True, lunch=True), HairSpecializesIn=None, HappyHour=None, HasTV=True, Music=None, NoiseLevel='average', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=True, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=False, RestaurantsTableService=True, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='no')","['Pizza', 'Restaurants']","Row(Friday='11:00-1:00', Monday='11:00-0:00', Saturday='11:00-1:00', Sunday='11:00-0:00', Thursday='11:00-1:00', Tuesday='11:00-0:00', Wednesday='11:00-0:00')"
69,VtFugSIBooK7UDBcojGYag,Anytime Fitness,Plateau-Mont-Royal,4117 Blvd - St Laurent,Montreal,QC,H2W 1Y7,45.5176224,-73.5805464,4.0,4,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=False, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=True, WiFi=None)","['Active Life', 'Trainers', 'Fitness & Instruction', 'Gyms']","Row(Friday='0:00-0:00', Monday='0:00-0:00', Saturday='0:00-0:00', Sunday='0:00-0:00', Thursday='0:00-0:00', Tuesday='0:00-0:00', Wednesday='0:00-0:00')"
70,5eLjgjxm0wIrsCj56_TcPg,Auberge l'Apéro,Ville-Marie,"1425 Rue Mackay, Suite 2",Montreal,QC,H3G 2H6,45.496251,-73.577461,4.5,3,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=False, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Hostels', 'Hotels & Travel']","Row(Friday='10:00-20:00', Monday='10:00-20:00', Saturday='10:00-20:00', Sunday='12:00-20:00', Thursday='10:00-20:00', Tuesday='10:00-20:00', Wednesday='10:00-20:00')"
71,xy75eIZy-Qr_7c1vWUQJCQ,Petit Wok,Ville-Marie,1670 Boulevard de Maisonneuve O,Montreal,QC,H3H 1J6,45.4947507,-73.5800061,3.0,4,0,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=False, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Chinese', 'Szechuan', 'Restaurants']","Row(Friday='11:30-21:30', Monday='11:30-21:30', Saturday='11:30-21:30', Sunday='11:30-21:30', Thursday='11:30-21:30', Tuesday='11:30-21:30', Wednesday=None)"
72,m_Zfn3rZriVihppxewzRXA,Ristorante Il Cenone,Ahuntsic-Cartierville,6419 Gouin Boul W,Montreal,QC,H4K 1A9,45.5292318,-73.7247382,3.5,3,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='full_bar', Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=True, Music=None, NoiseLevel='average', Open24Hours=None, OutdoorSeating=True, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=True, RestaurantsTableService=True, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Restaurants', 'Italian']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
73,RGCEdVsW7Kef5A32siFVIA,Video Maruty,Ville-Marie,2214 Rene-Levesque Boul W,Montreal,QC,H3H 1R6,45.488712,-73.5810053,1.0,3,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=False, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=4, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Photographers', 'Shopping', 'Hobby Shops', 'Event Planning & Services', 'Photography Stores & Services']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
74,9u-nVJmHz_fB6CFW41JI-w,Café 92,Notre-Dame-de-Grâce,6703 Sherbrooke Rue O,Montreal,QC,H4B 1P3,45.4623931,-73.6325685,4.5,33,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='none', Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=False, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=True, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=False, Music=None, NoiseLevel='average', Open24Hours=None, OutdoorSeating=True, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=False, RestaurantsPriceRange2=1, RestaurantsReservations=False, RestaurantsTableService=False, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=True, WiFi='free')","['Restaurants', 'Food', 'Sandwiches', 'Soup', 'Coffee & Tea']","Row(Friday='7:00-17:00', Monday='7:00-17:00', Saturday='7:00-17:00', Sunday='7:00-17:00', Thursday='7:00-17:00', Tuesday='7:00-17:00', Wednesday='7:00-17:00')"
75,4Rp1y8L_zecjHt6AvKtekg,Factory,Plateau-Mont-Royal,3435 Boulevard St-Laurent,Montreal,QC,H2X 1C2,45.5128836,-73.5699696,2.5,3,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Restaurants', 'Cajun/Creole']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
76,ocopYdoCGSD-yKL3hhjoAw,Pigeon,Ville-Marie,1392 Maisonneuve Boulevard O,Montreal,QC,H3G 2E4,45.4974876,-73.5780303,4.0,17,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=True, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=1, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='free')","['Cafes', 'Coffee & Tea', 'Restaurants', 'Food']","Row(Friday='7:00-19:00', Monday='7:00-19:00', Saturday='9:00-19:00', Sunday='9:00-19:00', Thursday='7:00-19:00', Tuesday='7:00-19:00', Wednesday='7:00-19:00')"
77,4HVgHILs700Yto1lGZTicw,Mantelier,Ville-Marie,372 Rue Notre-Dame O,Montreal,QC,H2Y 1T9,45.5019962444,-73.558784539,4.5,9,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=False, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=False, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=Row(africanamerican=None, asian=None, coloring=False, curly=False, extensions=False, kids=False, perms=False, straightperms=None), HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=3, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=False, WiFi=None)","['Cosmetics & Beauty Supply', 'Hair Salons', 'Barbers', 'Shopping', 'Skin Care', 'Beauty & Spas', 'Nail Salons']","Row(Friday='10:00-20:00', Monday='10:00-19:00', Saturday='10:00-17:00', Sunday=None, Thursday='10:00-20:00', Tuesday='10:00-19:00', Wednesday='10:00-19:00')"
78,uHSmRkzznq0GpWXWuvzuhw,Comptoir Express Noobox,Ville-Marie,"159 Rue Saint-Antoine Ouest, Ste 118, Local C-3",Montreal,QC,H2Z 2A7,45.5050553,-73.5590771,1.5,7,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=False, RestaurantsPriceRange2=1, RestaurantsReservations=False, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Restaurants', 'Fast Food']","Row(Friday='23:00-19:00', Monday='23:00-19:00', Saturday='23:00-15:00', Sunday=None, Thursday='23:00-19:00', Tuesday='23:00-19:00', Wednesday='23:00-19:00')"
79,R0Do_c2tPcqtvyIl_FjeRg,HMV,Ville-Marie,1020 Rue Sainte-Catherine O,Montreal,QC,H3B 5L2,45.5000523497,-73.5725056147,3.5,9,0,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=False, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=True, WiFi=None)","['Music & DVDs', 'Books', 'Mags', 'Music & Video', 'Shopping']","Row(Friday='10:00-21:00', Monday='10:00-21:00', Saturday='9:00-18:00', Sunday='11:00-18:00', Thursday='10:00-21:00', Tuesday='10:00-21:00', Wednesday='10:00-21:00')"
80,jKrjWIbD-2RL0NYa9stg4g,MBCo La Boulangerie de Montréal,Ville-Marie,150 Rue Sainte-Catherine Ouest,Montreal,QC,H5B 1E4,45.5076071,-73.564444,4.0,9,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=False, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=False, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=2, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='free')","['Bakeries', 'Food', 'Coffee & Tea']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
81,VsN9-mmL8aSjZ6HOpP6jmQ,Laurier BBQ,Outremont,381 Rue Laurier Ouest,Montreal,QC,H2V 2K3,45.5190341,-73.5965383,3.0,37,0,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='full_bar', Ambience=Row(casual=True, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=False, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=True, dinner=True, latenight=False, lunch=True), HairSpecializesIn=None, HappyHour=None, HasTV=False, Music=None, NoiseLevel='average', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=True, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=True, RestaurantsTableService=True, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='no')","['Restaurants', 'Barbeque']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
82,Yewxcf5-kbESoS5r1l-1AQ,Tacos Victor,Sud-Ouest,4374 Rue Notre Dame Ouest,Montreal,QC,H4C 1R8,45.4749919,-73.5866241,4.0,35,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=False, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=False, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=True, Music=None, NoiseLevel='very_loud', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=False, RestaurantsPriceRange2=1, RestaurantsReservations=False, RestaurantsTableService=False, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi='no')","['Mexican', 'Restaurants']","Row(Friday='11:30-21:00', Monday=None, Saturday='11:30-21:00', Sunday=None, Thursday='11:30-21:00', Tuesday='11:30-21:00', Wednesday='11:30-21:00')"
83,eZ5xctlNwdArV15j6swBYQ,Le Montréal,,"Casino de Montréal - Level 5, Pavillon la France - 1 Avenue du Casino",Montreal,QC,H3C 4W7,45.505458,-73.5257755,2.0,5,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=None, ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=False, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=True, RestaurantsTableService=None, RestaurantsTakeOut=False, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Canadian (New)', 'Seafood', 'Restaurants', 'Steakhouses']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
84,stzbkEGleSE7K_5FriDLSg,Su Shian Yuang,Plateau-Mont-Royal,420 Rue Rachel,Montreal,QC,H2J 2G7,45.5221908,-73.5776899,4.0,16,0,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol='none', Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=False, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=Row(breakfast=False, brunch=False, dessert=False, dinner=True, latenight=False, lunch=False), HairSpecializesIn=None, HappyHour=None, HasTV=False, Music=None, NoiseLevel='average', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire='casual', RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=True, RestaurantsTableService=True, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=True, WiFi='no')","['Chinese', 'Vegetarian', 'Restaurants']","Row(Friday='17:00-22:00', Monday='17:00-21:00', Saturday='11:30-15:00', Sunday='17:00-21:00', Thursday='17:00-21:00', Tuesday='17:00-21:00', Wednesday=None)"
85,QdnB7lMC4br7ylxx7LfsQw,Pub du Faubourg,Ville-Marie,214 Rue Sainte-Catherine,Montreal,QC,H2X 1L1,45.5119283,-73.5618499,4.0,5,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=Row(casual=False, classy=False, divey=None, hipster=False, intimate=False, romantic=False, touristy=False, trendy=False, upscale=False), BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=None, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=Row(garage=False, lot=False, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=True, Music=Row(background_music=True, dj=False, jukebox=False, karaoke=True, live=True, no_music=False, video=False), NoiseLevel='quiet', Open24Hours=None, OutdoorSeating=False, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, RestaurantsReservations=False, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Pubs', 'Nightlife', 'Bars']","Row(Friday=None, Monday=None, Saturday=None, Sunday=None, Thursday=None, Tuesday=None, Wednesday=None)"
86,s57Ur967jj96LhlRaKfKJQ,Les Co'Pains d'Abord,Plateau-Mont-Royal,418 Rue Rachel E,Montreal,QC,H2J 2G8,45.5221751,-73.577747,4.5,30,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=False, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=True, BusinessParking=Row(garage=False, lot=False, street=True, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=None, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=False, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=1, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=True, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Food', 'Bakeries']","Row(Friday='7:00-19:00', Monday='7:00-19:00', Saturday='7:00-19:00', Sunday='8:00-18:00', Thursday='7:00-19:00', Tuesday='7:00-19:00', Wednesday='7:00-19:00')"
87,G_05ZI4Vpl4bxjjZR11jEQ,Jardin Botanique de Montréal,Rosemont-La Petite-Patrie,4101 Rue Sherbrooke E,Montreal,QC,H1X 2B2,45.5603345562,-73.5612237261,4.5,175,1,"Row(AcceptsInsurance=None, AgesAllowed=None, Alcohol=None, Ambience=None, BYOB=None, BYOBCorkage=None, BestNights=None, BikeParking=True, BusinessAcceptsBitcoin=None, BusinessAcceptsCreditCards=None, BusinessParking=Row(garage=False, lot=True, street=False, valet=False, validated=False), ByAppointmentOnly=None, Caters=None, CoatCheck=None, Corkage=None, DietaryRestrictions=None, DogsAllowed=None, DriveThru=None, GoodForDancing=None, GoodForKids=True, GoodForMeal=None, HairSpecializesIn=None, HappyHour=None, HasTV=None, Music=None, NoiseLevel=None, Open24Hours=None, OutdoorSeating=None, RestaurantsAttire=None, RestaurantsCounterService=None, RestaurantsDelivery=None, RestaurantsGoodForGroups=None, RestaurantsPriceRange2=None, RestaurantsReservations=None, RestaurantsTableService=None, RestaurantsTakeOut=None, Smoking=None, WheelchairAccessible=None, WiFi=None)","['Active Life', 'Parks']","Row(Friday='9:00-17:00', Monday=None, Saturday='9:00-17:00', Sunday='9:00-17:00', Thursday='9:00-17:00', Tuesday='9:00-17:00', Wednesday='9:00-17:00')"
